optimizer,method,iteration,energy,energy_global,is_stage_boundary
adam,standard,224,-13.14622359769014,-13.14622359769014,0
adam,standard,225,-13.146323295842576,-13.146323295842576,0
adam,standard,226,-13.146415042379955,-13.146415042379955,0
adam,standard,227,-13.146520746066916,-13.146520746066916,0
adam,standard,228,-13.14664093815557,-13.14664093815557,0
adam,standard,229,-13.146757650285226,-13.146757650285226,0
adam,standard,230,-13.146880188350547,-13.146880188350547,0
adam,standard,231,-13.147019726893054,-13.147019726893054,0
adam,standard,232,-13.1471634792382,-13.1471634792382,0
adam,standard,233,-13.147310652936634,-13.147310652936634,0
adam,standard,234,-13.147473417350922,-13.147473417350922,0
adam,standard,235,-13.147646222187655,-13.147646222187655,0
adam,standard,236,-13.147823718366068,-13.147823718366068,0
adam,standard,237,-13.14801501809917,-13.14801501809917,0
adam,standard,238,-13.148219939230165,-13.148219939230165,0
adam,standard,239,-13.148432352234735,-13.148432352234735,0
adam,standard,240,-13.148657476745841,-13.148657476745841,0
adam,standard,241,-13.148898089347432,-13.148898089347432,0
adam,standard,242,-13.149149226737462,-13.149149226737462,0
adam,standard,243,-13.14941272315387,-13.14941272315387,0
adam,standard,244,-13.149692305395293,-13.149692305395293,0
adam,standard,245,-13.149984886882562,-13.149984886882562,0
adam,standard,246,-13.150289898962393,-13.150289898962393,0
adam,standard,247,-13.15061056882491,-13.15061056882491,0
adam,standard,248,-13.150945613162383,-13.150945613162383,0
adam,standard,249,-13.151293133577433,-13.151293133577433,0
adam,standard,250,-13.151654982505798,-13.151654982505798,0
adam,standard,251,-13.152031111465359,-13.152031111465359,0
adam,standard,252,-13.152419244255698,-13.152419244255698,0
adam,standard,253,-13.152819566740224,-13.152819566740224,0
adam,standard,254,-13.153232451016647,-13.153232451016647,0
adam,standard,255,-13.153655908927435,-13.153655908927435,0
adam,standard,256,-13.154088713114003,-13.154088713114003,0
adam,standard,257,-13.154530880469165,-13.154530880469165,0
adam,standard,258,-13.154980970544042,-13.154980970544042,0
adam,standard,259,-13.155436988676199,-13.155436988676199,0
adam,standard,260,-13.155898150703647,-13.155898150703647,0
adam,standard,261,-13.156363427393273,-13.156363427393273,0
adam,standard,262,-13.15683079763562,-13.15683079763562,0
adam,standard,263,-13.157298746088324,-13.157298746088324,0
adam,standard,264,-13.157766318878842,-13.157766318878842,0
adam,standard,265,-13.158231966743807,-13.158231966743807,0
adam,standard,266,-13.158693959108724,-13.158693959108724,0
adam,standard,267,-13.159151206343699,-13.159151206343699,0
adam,standard,268,-13.159602717936252,-13.159602717936252,0
adam,standard,269,-13.160047161016756,-13.160047161016756,0
adam,standard,270,-13.160483451595631,-13.160483451595631,0
adam,standard,271,-13.160910980443093,-13.160910980443093,0
adam,standard,272,-13.161329121497108,-13.161329121497108,0
adam,standard,273,-13.161737188899558,-13.161737188899558,0
adam,standard,274,-13.16213484762373,-13.16213484762373,0
adam,standard,275,-13.162522078221231,-13.162522078221231,0
adam,standard,276,-13.162898863053469,-13.162898863053469,0
adam,standard,277,-13.163265257243996,-13.163265257243996,0
adam,standard,278,-13.163621614496265,-13.163621614496265,0
adam,standard,279,-13.163968489840569,-13.163968489840569,0
adam,standard,280,-13.164306451693681,-13.164306451693681,0
adam,standard,281,-13.164636147417365,-13.164636147417365,0
adam,standard,282,-13.164958418539376,-13.164958418539376,0
adam,standard,283,-13.165274215232813,-13.165274215232813,0
adam,standard,284,-13.165584476535889,-13.165584476535889,0
adam,standard,285,-13.165890164383368,-13.165890164383368,0
adam,standard,286,-13.166192325325177,-13.166192325325177,0
adam,standard,287,-13.166492034805026,-13.166492034805026,0
adam,standard,288,-13.166790315253996,-13.166790315253996,0
adam,standard,289,-13.167088143782648,-13.167088143782648,0
adam,standard,290,-13.167386489171156,-13.167386489171156,0
adam,standard,291,-13.167686285299954,-13.167686285299954,0
adam,standard,292,-13.167988375986944,-13.167988375986944,0
adam,standard,293,-13.168293506274217,-13.168293506274217,0
adam,standard,294,-13.168602345524757,-13.168602345524757,0
adam,standard,295,-13.168915483172237,-13.168915483172237,0
adam,standard,296,-13.169233396924687,-13.169233396924687,0
adam,standard,297,-13.169556437722319,-13.169556437722319,0
adam,standard,298,-13.16988484190918,-13.16988484190918,0
adam,standard,299,-13.170218740214354,-13.170218740214354,0
adam,standard,300,-13.170558147365439,-13.170558147365439,0
adam,standard,301,-13.170902950291698,-13.170902950291698,0
adam,standard,302,-13.171252912571322,-13.171252912571322,0
adam,standard,303,-13.171607687645574,-13.171607687645574,0
adam,standard,304,-13.171966825127038,-13.171966825127038,0
adam,standard,305,-13.172329769790924,-13.172329769790924,0
adam,standard,306,-13.17269586460157,-13.17269586460157,0
adam,standard,307,-13.173064362761673,-13.173064362761673,0
adam,standard,308,-13.173434442497754,-13.173434442497754,0
adam,standard,309,-13.173805217991895,-13.173805217991895,0
adam,standard,310,-13.174175747717888,-13.174175747717888,0
adam,standard,311,-13.174545045418439,-13.174545045418439,0
adam,standard,312,-13.174912095351782,-13.174912095351782,0
adam,standard,313,-13.17527586862929,-13.17527586862929,0
adam,standard,314,-13.17563533745979,-13.17563533745979,0
adam,standard,315,-13.175989487438962,-13.175989487438962,0
adam,standard,316,-13.176337329970465,-13.176337329970465,0
adam,standard,317,-13.176677915758935,-13.176677915758935,0
adam,standard,318,-13.177010348201968,-13.177010348201968,0
adam,standard,319,-13.177333795002461,-13.177333795002461,0
adam,standard,320,-13.177647497433727,-13.177647497433727,0
adam,standard,321,-13.177950777848423,-13.177950777848423,0
adam,standard,322,-13.178243046104638,-13.178243046104638,0
adam,standard,323,-13.17852380487758,-13.17852380487758,0
adam,standard,324,-13.178792653296622,-13.178792653296622,0
adam,standard,325,-13.17904928845321,-13.17904928845321,0
adam,standard,326,-13.179293504812932,-13.179293504812932,0
adam,standard,327,-13.179525191923515,-13.179525191923515,0
adam,standard,328,-13.17974433081121,-13.17974433081121,0
adam,standard,329,-13.179950989252218,-13.179950989252218,0
adam,standard,330,-13.180145315950627,-13.180145315950627,0
adam,standard,331,-13.180327533672454,-13.180327533672454,0
adam,standard,332,-13.180497931515196,-13.180497931515196,0
adam,standard,333,-13.180656856604383,-13.180656856604383,0
adam,standard,334,-13.180804705527551,-13.180804705527551,0
adam,standard,335,-13.180941915759425,-13.180941915759425,0
adam,standard,336,-13.181068957251584,-13.181068957251584,0
adam,standard,337,-13.181186324310245,-13.181186324310245,0
adam,standard,338,-13.18129452787041,-13.18129452787041,0
adam,standard,339,-13.181394088274352,-13.181394088274352,0
adam,standard,340,-13.181485528660415,-13.181485528660415,0
adam,standard,341,-13.181569369045954,-13.181569369045954,0
adam,standard,342,-13.181646121156348,-13.181646121156348,0
adam,standard,343,-13.181716284017464,-13.181716284017464,0
adam,standard,344,-13.181780340298387,-13.181780340298387,0
adam,standard,345,-13.181838753373022,-13.181838753373022,0
adam,standard,346,-13.181891965056248,-13.181891965056248,0
adam,standard,347,-13.181940393963698,-13.181940393963698,0
adam,standard,348,-13.181984434439498,-13.181984434439498,0
adam,standard,349,-13.182024455990936,-13.182024455990936,0
adam,standard,350,-13.182060803168078,-13.182060803168078,0
adam,standard,351,-13.182093795822775,-13.182093795822775,0
adam,standard,352,-13.182123729683761,-13.182123729683761,0
adam,standard,353,-13.182150877185345,-13.182150877185345,0
adam,standard,354,-13.182175488493023,-13.182175488493023,0
adam,standard,355,-13.182197792673229,-13.182197792673229,0
adam,standard,356,-13.18221799896079,-13.18221799896079,0
adam,standard,357,-13.182236298083868,-13.182236298083868,0
adam,standard,358,-13.182252863611922,-13.182252863611922,0
adam,standard,359,-13.182267853297358,-13.182267853297358,0
adam,standard,360,-13.182281410388667,-13.182281410388667,0
adam,standard,361,-13.182293664894983,-13.182293664894983,0
adam,standard,362,-13.182304734789533,-13.182304734789533,0
adam,standard,363,-13.182314727140843,-13.182314727140843,0
adam,standard,364,-13.182323739165854,-13.182323739165854,0
adam,standard,365,-13.182331859200934,-13.182331859200934,0
adam,standard,366,-13.182339167589708,-13.182339167589708,0
adam,standard,367,-13.182345737488966,-13.182345737488966,0
adam,standard,368,-13.182351635595367,-13.182351635595367,0
adam,standard,369,-13.182356922795787,-13.182356922795787,0
adam,standard,370,-13.182361654747371,-13.182361654747371,0
adam,standard,371,-13.18236588239139,-13.18236588239139,0
adam,standard,372,-13.182369652407347,-13.182369652407347,0
adam,standard,373,-13.182373007612712,-13.182373007612712,0
adam,standard,374,-13.182375987313907,-13.182375987313907,0
adam,standard,375,-13.182378627614378,-13.182378627614378,0
adam,standard,376,-13.182380961684249,-13.182380961684249,0
adam,standard,377,-13.182383019996513,-13.182383019996513,0
adam,standard,378,-13.182384830533005,-13.182384830533005,0
adam,standard,379,-13.182386418962071,-13.182386418962071,0
adam,standard,380,-13.182387808787173,-13.182387808787173,0
adam,standard,381,-13.182389021460743,-13.182389021460743,0
adam,standard,382,-13.182390076445847,-13.182390076445847,0
adam,standard,383,-13.182390991186756,-13.182390991186756,0
adam,standard,384,-13.182391780899469,-13.182391780899469,0
adam,standard,385,-13.182392457986726,-13.182392457986726,0
adam,standard,386,-13.182393030642547,-13.182393030642547,0
adam,standard,387,-13.182393499676502,-13.182393499676502,0
adam,standard,388,-13.182393851395076,-13.182393851395076,0
adam,standard,389,-13.182394041737481,-13.182394041737481,0
adam,standard,390,-13.18239396130137,-13.18239396130137,0
adam,standard,391,-13.182393360636517,-13.182393360636517,0
adam,standard,392,-13.18239170418406,-13.18239170418406,0
adam,standard,393,-13.182387953462442,-13.182387953462442,0
adam,standard,394,-13.182380565893222,-13.182380565893222,0
adam,standard,395,-13.182369021677859,-13.182369021677859,0
adam,standard,396,-13.182358802221922,-13.182358802221922,0
adam,standard,397,-13.182363032595196,-13.182363032595196,0
adam,standard,398,-13.182383093860597,-13.182383093860597,0
adam,standard,399,-13.18239597682956,-13.18239597682956,0
adam,standard,400,-13.182388327022684,-13.182388327022684,0
adam,standard,401,-13.182376917141386,-13.182376917141386,0
adam,standard,402,-13.18238187469973,-13.18238187469973,0
adam,standard,403,-13.182394790496524,-13.182394790496524,0
adam,standard,404,-13.182394443055513,-13.182394443055513,0
adam,standard,405,-13.182385464121054,-13.182385464121054,0
adam,standard,406,-13.18238659276303,-13.18238659276303,0
adam,standard,407,-13.18239537791499,-13.18239537791499,0
adam,standard,408,-13.182395889205255,-13.182395889205255,0
adam,standard,409,-13.182389925547605,-13.182389925547605,0
adam,standard,410,-13.182390649001723,-13.182390649001723,0
adam,standard,411,-13.182396521649101,-13.182396521649101,0
adam,standard,412,-13.182396551542238,-13.182396551542238,0
adam,standard,413,-13.182392610232824,-13.182392610232824,0
adam,standard,414,-13.182393628444917,-13.182393628444917,0
adam,standard,415,-13.182397466039605,-13.182397466039605,0
adam,standard,416,-13.182397041302563,-13.182397041302563,0
adam,standard,417,-13.182394589267226,-13.182394589267226,0
adam,standard,418,-13.182395652407207,-13.182395652407207,0
adam,standard,419,-13.182398126092783,-13.182398126092783,0
adam,standard,420,-13.182397601436447,-13.182397601436447,0
adam,standard,421,-13.182396070685432,-13.182396070685432,0
adam,standard,422,-13.182397033751686,-13.182397033751686,0
adam,standard,423,-13.182398633918327,-13.182398633918327,0
adam,standard,424,-13.18239815111662,-13.18239815111662,0
adam,standard,425,-13.182397238936936,-13.182397238936936,0
adam,standard,426,-13.182397988865835,-13.182397988865835,0
adam,standard,427,-13.18239902895544,-13.18239902895544,0
adam,standard,428,-13.182398708873144,-13.182398708873144,0
adam,standard,429,-13.182398140066349,-13.182398140066349,0
adam,standard,430,-13.182398667503078,-13.182398667503078,0
adam,standard,431,-13.182399390674206,-13.182399390674206,0
adam,standard,432,-13.182399209732353,-13.182399209732353,0
adam,standard,433,-13.182398846778096,-13.182398846778096,0
adam,standard,434,-13.182399193586143,-13.182399193586143,0
adam,standard,435,-13.18239970659487,-13.18239970659487,0
adam,standard,436,-13.182399654598875,-13.182399654598875,0
adam,standard,437,-13.182399417815127,-13.182399417815127,0
adam,standard,438,-13.182399614504458,-13.182399614504458,0
adam,standard,439,-13.182399997038395,-13.182399997038395,0
adam,standard,440,-13.182400037250106,-13.182400037250106,0
adam,standard,441,-13.18239988464916,-13.18239988464916,0
adam,standard,442,-13.182399981661653,-13.182399981661653,0
adam,standard,443,-13.182400258988386,-13.182400258988386,0
adam,standard,444,-13.182400358521567,-13.182400358521567,0
adam,standard,445,-13.182400281398568,-13.182400281398568,0
adam,standard,446,-13.182400310500833,-13.182400310500833,0
adam,standard,447,-13.182400499386482,-13.182400499386482,0
adam,standard,448,-13.182400630599474,-13.182400630599474,0
adam,standard,449,-13.182400615902257,-13.182400615902257,0
adam,standard,450,-13.182400614011675,-13.182400614011675,0
adam,standard,451,-13.182400729439887,-13.182400729439887,0
adam,standard,452,-13.182400859258212,-13.182400859258212,0
adam,standard,453,-13.182400897012538,-13.182400897012538,0
adam,standard,454,-13.18240089544671,-13.18240089544671,0
adam,standard,455,-13.18240095362995,-13.18240095362995,0
adam,standard,456,-13.182401059883356,-13.182401059883356,0
adam,standard,457,-13.18240113040779,-13.18240113040779,0
adam,standard,458,-13.182401148223176,-13.182401148223176,0
adam,standard,459,-13.18240117590114,-13.18240117590114,0
adam,standard,460,-13.182401247174303,-13.182401247174303,0
adam,standard,461,-13.1824013241595,-13.1824013241595,0
adam,standard,462,-13.182401367106442,-13.182401367106442,0
adam,standard,463,-13.182401390356437,-13.182401390356437,0
adam,standard,464,-13.182401431248302,-13.182401431248302,0
adam,standard,465,-13.182401494173861,-13.182401494173861,0
adam,standard,466,-13.18240155070489,-13.18240155070489,0
adam,standard,467,-13.182401585172876,-13.182401585172876,0
adam,standard,468,-13.182401613709152,-13.182401613709152,0
adam,standard,469,-13.182401655732425,-13.182401655732425,0
adam,standard,470,-13.18240170763877,-13.18240170763877,0
adam,standard,471,-13.18240175265504,-13.18240175265504,0
adam,standard,472,-13.182401784992464,-13.182401784992464,0
adam,standard,473,-13.182401815006402,-13.182401815006402,0
adam,standard,474,-13.182401853029333,-13.182401853029333,0
adam,standard,475,-13.182401896229448,-13.182401896229448,0
adam,standard,476,-13.182401934841474,-13.182401934841474,0
adam,standard,477,-13.18240196581496,-13.18240196581496,0
adam,standard,478,-13.182401994990405,-13.182401994990405,0
adam,standard,479,-13.182402028212836,-13.182402028212836,0
adam,standard,480,-13.18240206459701,-13.18240206459701,0
adam,standard,481,-13.182402098908451,-13.182402098908451,0
adam,standard,482,-13.18240212847516,-13.18240212847516,0
adam,standard,483,-13.18240215583656,-13.18240215583656,0
adam,standard,484,-13.18240218476277,-13.18240218476277,0
adam,standard,485,-13.182402215748985,-13.182402215748985,0
adam,standard,486,-13.18240224626394,-13.18240224626394,0
adam,standard,487,-13.18240227414235,-13.18240227414235,0
adam,standard,488,-13.182402299775042,-13.182402299775042,0
adam,standard,489,-13.182402325219847,-13.182402325219847,0
adam,standard,490,-13.182402351731646,-13.182402351731646,0
adam,standard,491,-13.182402378606977,-13.182402378606977,0
adam,standard,492,-13.18240240435438,-13.18240240435438,0
adam,standard,493,-13.182402428386762,-13.182402428386762,0
adam,standard,494,-13.182402451377314,-13.182402451377314,0
adam,standard,495,-13.182402474354921,-13.182402474354921,0
adam,standard,496,-13.18240249768375,-13.18240249768375,0
