optimizer,method,iteration,evals,energy,energy_global,is_stage_boundary
spsa,standard,32,66.0,2.1085977741969657,2.1085977741969657,0
spsa,standard,33,68.0,2.1055720145720676,2.1055720145720676,0
spsa,standard,34,70.0,2.0970527573602866,2.0970527573602866,0
spsa,standard,35,72.0,2.09177029007457,2.09177029007457,0
spsa,standard,36,74.0,2.0945802530417073,2.0945802530417073,0
spsa,standard,37,76.0,2.088139166999467,2.088139166999467,0
spsa,standard,38,78.0,2.100507890603015,2.100507890603015,0
spsa,standard,39,80.0,2.0528783910621966,2.0528783910621966,0
spsa,standard,40,82.0,2.0512300756910253,2.0512300756910253,0
spsa,standard,41,84.0,2.036637825048857,2.036637825048857,0
spsa,standard,42,86.0,2.0225138918870407,2.0225138918870407,0
spsa,standard,43,88.0,1.9859706400828356,1.9859706400828356,0
spsa,standard,44,90.0,1.986917911516475,1.986917911516475,0
spsa,standard,45,92.0,1.9353992070492223,1.9353992070492223,0
spsa,standard,46,94.0,1.9282039595861769,1.9282039595861769,0
spsa,standard,47,96.0,1.9297460656561596,1.9297460656561596,0
spsa,standard,48,98.0,1.9352672169101843,1.9352672169101843,0
spsa,standard,49,100.0,1.9210983066144767,1.9210983066144767,0
spsa,standard,50,102.0,1.9194466293789145,1.9194466293789145,0
spsa,standard,51,104.0,1.9115012507851445,1.9115012507851445,0
spsa,standard,52,106.0,1.892631811270316,1.892631811270316,0
spsa,standard,53,108.0,1.8529008215569673,1.8529008215569673,0
spsa,standard,54,110.0,1.8549023343719835,1.8549023343719835,0
spsa,standard,55,112.0,1.8623313116235258,1.8623313116235258,0
spsa,standard,56,114.0,1.8443805472561303,1.8443805472561303,0
spsa,standard,57,116.0,1.8314130108708246,1.8314130108708246,0
spsa,standard,58,118.0,1.8112491111752713,1.8112491111752713,0
spsa,standard,59,120.0,1.8070440319917473,1.8070440319917473,0
spsa,standard,60,122.0,1.7413840076187397,1.7413840076187397,0
spsa,standard,61,124.0,1.7455513748749656,1.7455513748749656,0
spsa,standard,62,126.0,1.7369994569356193,1.7369994569356193,0
spsa,standard,63,128.0,1.6989818620247665,1.6989818620247665,0
spsa,standard,64,130.0,1.7169618195797465,1.7169618195797465,0
spsa,standard,65,132.0,1.7101262360173664,1.7101262360173664,0
spsa,standard,66,134.0,1.6969219731433496,1.6969219731433496,0
spsa,standard,67,136.0,1.6862406579887197,1.6862406579887197,0
spsa,standard,68,138.0,1.6895624932241247,1.6895624932241247,0
spsa,standard,69,140.0,1.6641594454647626,1.6641594454647626,0
spsa,standard,70,142.0,1.6633142924081468,1.6633142924081468,0
spsa,standard,71,144.0,1.5994271017715098,1.5994271017715098,0
spsa,standard,72,146.0,1.5854137226133704,1.5854137226133704,0
spsa,standard,73,148.0,1.5614812095101596,1.5614812095101596,0
spsa,standard,74,150.0,1.5353081217515578,1.5353081217515578,0
spsa,standard,75,152.0,1.5421353773315785,1.5421353773315785,0
spsa,standard,76,154.0,1.527078797771125,1.527078797771125,0
spsa,standard,77,156.0,1.533785531626164,1.533785531626164,0
spsa,standard,78,158.0,1.5288885086735302,1.5288885086735302,0
spsa,standard,79,160.0,1.5007726466356668,1.5007726466356668,0
spsa,standard,80,162.0,1.4733581750872207,1.4733581750872207,0
spsa,standard,81,164.0,1.385462043594325,1.385462043594325,0
spsa,standard,82,166.0,1.3815782504073955,1.3815782504073955,0
spsa,standard,83,168.0,1.3762262496267317,1.3762262496267317,0
spsa,standard,84,170.0,1.3484800605624168,1.3484800605624168,0
spsa,standard,85,172.0,1.3468941272214572,1.3468941272214572,0
spsa,standard,86,174.0,1.3554954322510264,1.3554954322510264,0
spsa,standard,87,176.0,1.3440923388765245,1.3440923388765245,0
spsa,standard,88,178.0,1.328016397967219,1.328016397967219,0
spsa,standard,89,180.0,1.320120580078233,1.320120580078233,0
spsa,standard,90,182.0,1.2225434790075953,1.2225434790075953,0
spsa,standard,91,184.0,1.210752012583841,1.210752012583841,0
spsa,standard,92,186.0,1.1985911518254335,1.1985911518254335,0
spsa,standard,93,188.0,1.2153273272131706,1.2153273272131706,0
spsa,standard,94,190.0,1.2146194744324659,1.2146194744324659,0
spsa,standard,95,192.0,1.1957193346198882,1.1957193346198882,0
spsa,standard,96,194.0,1.1931869411169145,1.1931869411169145,0
spsa,standard,97,196.0,1.2123821343574024,1.2123821343574024,0
spsa,standard,98,198.0,1.2159412706365875,1.2159412706365875,0
spsa,standard,99,200.0,1.1900378243002385,1.1900378243002385,0
spsa,standard,100,202.0,1.1962317921694194,1.1962317921694194,0
spsa,standard,101,204.0,1.219566739359233,1.219566739359233,0
spsa,standard,102,206.0,1.1834450735568067,1.1834450735568067,0
spsa,standard,103,208.0,1.168987315092323,1.168987315092323,0
spsa,standard,104,210.0,1.1676046996164198,1.1676046996164198,0
spsa,standard,105,212.0,1.1362667752491125,1.1362667752491125,0
spsa,standard,106,214.0,1.1361295352006766,1.1361295352006766,0
spsa,standard,107,216.0,1.1239068370891705,1.1239068370891705,0
spsa,standard,108,218.0,1.119006039545817,1.119006039545817,0
spsa,standard,109,220.0,1.1093664959288851,1.1093664959288851,0
spsa,standard,110,222.0,1.1246532605966122,1.1246532605966122,0
spsa,standard,111,224.0,1.1137019571483113,1.1137019571483113,0
spsa,standard,112,226.0,1.0810056389351155,1.0810056389351155,0
spsa,standard,113,228.0,1.002080649385352,1.002080649385352,0
spsa,standard,114,230.0,1.0020549198077813,1.0020549198077813,0
spsa,standard,115,232.0,0.9973429645289088,0.9973429645289088,0
spsa,standard,116,234.0,0.9863615585056431,0.9863615585056431,0
spsa,standard,117,236.0,0.9859420338592308,0.9859420338592308,0
spsa,standard,118,238.0,0.9820857173386637,0.9820857173386637,0
spsa,standard,119,240.0,0.9949300606418392,0.9949300606418392,0
spsa,standard,120,242.0,0.9795300432828284,0.9795300432828284,0
spsa,standard,121,244.0,0.959710385234211,0.959710385234211,0
spsa,standard,122,246.0,0.9642765514700011,0.9642765514700011,0
spsa,standard,123,248.0,0.8427600093614338,0.8427600093614338,0
spsa,standard,124,250.0,0.8059366490338749,0.8059366490338749,0
spsa,standard,125,252.0,0.7825836735099785,0.7825836735099785,0
spsa,standard,126,254.0,0.787289669486598,0.787289669486598,0
spsa,standard,127,256.0,0.7564431605041059,0.7564431605041059,0
spsa,standard,128,258.0,0.764273367991563,0.764273367991563,0
spsa,standard,129,260.0,0.7670613269813829,0.7670613269813829,0
spsa,standard,130,262.0,0.8003397393256495,0.8003397393256495,0
spsa,standard,131,264.0,0.7857194908861741,0.7857194908861741,0
spsa,standard,132,266.0,0.7849652297925498,0.7849652297925498,0
spsa,standard,133,268.0,0.7819459954300176,0.7819459954300176,0
spsa,standard,134,270.0,0.739684542404123,0.739684542404123,0
spsa,standard,135,272.0,0.7417232137584435,0.7417232137584435,0
spsa,standard,136,274.0,0.7037044378721727,0.7037044378721727,0
spsa,standard,137,276.0,0.6528328080108008,0.6528328080108008,0
spsa,standard,138,278.0,0.6718545075666469,0.6718545075666469,0
spsa,standard,139,280.0,0.6398231126826983,0.6398231126826983,0
spsa,standard,140,282.0,0.6722437744290038,0.6722437744290038,0
spsa,standard,141,284.0,0.6392799886152686,0.6392799886152686,0
spsa,standard,142,286.0,0.6409554585184205,0.6409554585184205,0
spsa,standard,143,288.0,0.6521562452364604,0.6521562452364604,0
spsa,standard,144,290.0,0.628056829134984,0.628056829134984,0
spsa,standard,145,292.0,0.6401650277131621,0.6401650277131621,0
spsa,standard,146,294.0,0.6448898474888585,0.6448898474888585,0
spsa,standard,147,296.0,0.6322561326976106,0.6322561326976106,0
spsa,standard,148,298.0,0.6209611131030712,0.6209611131030712,0
spsa,standard,149,300.0,0.5746459486048072,0.5746459486048072,0
spsa,standard,150,302.0,0.555381586132021,0.555381586132021,0
spsa,standard,151,304.0,0.5881221369146281,0.5881221369146281,0
spsa,standard,152,306.0,0.6194865032510491,0.6194865032510491,0
spsa,standard,153,308.0,0.6424002276765972,0.6424002276765972,0
spsa,standard,154,310.0,0.6252651477793947,0.6252651477793947,0
spsa,standard,155,312.0,0.6538316818935059,0.6538316818935059,0
spsa,standard,156,314.0,0.6250391446858277,0.6250391446858277,0
spsa,standard,157,316.0,0.602554018512724,0.602554018512724,0
spsa,standard,158,318.0,0.5987650618241016,0.5987650618241016,0
spsa,standard,159,320.0,0.5474276203169649,0.5474276203169649,0
spsa,standard,160,322.0,0.5633770634967676,0.5633770634967676,0
spsa,standard,161,324.0,0.5489287610832736,0.5489287610832736,0
spsa,standard,162,326.0,0.5518394143829976,0.5518394143829976,0
spsa,standard,163,328.0,0.539160245696343,0.539160245696343,0
spsa,standard,164,330.0,0.5351625772911166,0.5351625772911166,0
spsa,standard,165,332.0,0.5366725086788153,0.5366725086788153,0
spsa,standard,166,334.0,0.5572443833687685,0.5572443833687685,0
spsa,standard,167,336.0,0.5521057413670378,0.5521057413670378,0
spsa,standard,168,338.0,0.5198647762212255,0.5198647762212255,0
spsa,standard,169,340.0,0.5350907724265203,0.5350907724265203,0
spsa,standard,170,342.0,0.52912283130606,0.52912283130606,0
spsa,standard,171,344.0,0.5169902517478918,0.5169902517478918,0
spsa,standard,172,346.0,0.5061249430840653,0.5061249430840653,0
spsa,standard,173,348.0,0.4756890871093244,0.4756890871093244,0
spsa,standard,174,350.0,0.4451805759002429,0.4451805759002429,0
spsa,standard,175,352.0,0.48833627703761173,0.48833627703761173,0
spsa,standard,176,354.0,0.490081985287418,0.490081985287418,0
spsa,standard,177,356.0,0.4895119067530017,0.4895119067530017,0
spsa,standard,178,358.0,0.46782720701255986,0.46782720701255986,0
spsa,standard,179,360.0,0.4466977962590851,0.4466977962590851,0
spsa,standard,180,362.0,0.4343645607525891,0.4343645607525891,0
spsa,standard,181,364.0,0.3942458682264742,0.3942458682264742,0
spsa,standard,182,366.0,0.3594484083787798,0.3594484083787798,0
spsa,standard,183,368.0,0.3675882498641082,0.3675882498641082,0
spsa,standard,184,370.0,0.35201744595223927,0.35201744595223927,0
spsa,standard,185,372.0,0.32438313756114195,0.32438313756114195,0
spsa,standard,186,374.0,0.34077513963105655,0.34077513963105655,0
spsa,standard,187,376.0,0.35912693155490727,0.35912693155490727,0
spsa,standard,188,378.0,0.3412142404633691,0.3412142404633691,0
spsa,standard,189,380.0,0.34434580869657,0.34434580869657,0
spsa,standard,190,382.0,0.33593680174892987,0.33593680174892987,0
spsa,standard,191,384.0,0.3139115383608275,0.3139115383608275,0
spsa,standard,192,386.0,0.31694670684677706,0.31694670684677706,0
spsa,standard,193,388.0,0.31521974586690915,0.31521974586690915,0
spsa,standard,194,390.0,0.29528730712636414,0.29528730712636414,0
spsa,standard,195,392.0,0.2526575054531488,0.2526575054531488,0
spsa,standard,196,394.0,0.24139291315619316,0.24139291315619316,0
spsa,standard,197,396.0,0.24393424814798226,0.24393424814798226,0
spsa,standard,198,398.0,0.23758917085615958,0.23758917085615958,0
spsa,standard,199,400.0,0.22626207466848172,0.22626207466848172,0
spsa,standard,200,402.0,0.22256370897691272,0.22256370897691272,0
spsa,standard,201,404.0,0.2081511522006118,0.2081511522006118,0
spsa,standard,202,406.0,0.19658711250218885,0.19658711250218885,0
spsa,standard,203,408.0,0.20134542666877026,0.20134542666877026,0
spsa,standard,204,410.0,0.19383569437541615,0.19383569437541615,0
spsa,standard,205,412.0,0.21158839556687836,0.21158839556687836,0
spsa,standard,206,414.0,0.20150140101784,0.20150140101784,0
spsa,standard,207,416.0,0.17477546209260475,0.17477546209260475,0
spsa,standard,208,418.0,0.1646443165793634,0.1646443165793634,0
spsa,standard,209,420.0,0.1526380738852244,0.1526380738852244,0
spsa,standard,210,422.0,0.12107203049101062,0.12107203049101062,0
spsa,standard,211,424.0,0.13976365071682134,0.13976365071682134,0
spsa,standard,212,426.0,0.10536186277664077,0.10536186277664077,0
spsa,standard,213,428.0,0.12367212422534982,0.12367212422534982,0
spsa,standard,214,430.0,0.09556105057849947,0.09556105057849947,0
spsa,standard,215,432.0,0.10407467286781828,0.10407467286781828,0
spsa,standard,216,434.0,0.07298109923830984,0.07298109923830984,0
spsa,standard,217,436.0,0.06490714483504781,0.06490714483504781,0
spsa,standard,218,438.0,0.053240498485904106,0.053240498485904106,0
spsa,standard,219,440.0,-0.018671092869269337,-0.018671092869269337,0
spsa,standard,220,442.0,-0.03202325559486667,-0.03202325559486667,0
spsa,standard,221,444.0,-0.03963982746359279,-0.03963982746359279,0
spsa,standard,222,446.0,-0.025755114046901728,-0.025755114046901728,0
spsa,standard,223,448.0,-0.040327267810973975,-0.040327267810973975,0
spsa,standard,224,450.0,-0.06906086304071578,-0.06906086304071578,0
spsa,standard,225,452.0,-0.07307255117662223,-0.07307255117662223,0
spsa,standard,226,454.0,-0.0771334417439999,-0.0771334417439999,0
spsa,standard,227,456.0,-0.09599273115162922,-0.09599273115162922,0
spsa,standard,228,458.0,-0.059248781729153294,-0.059248781729153294,0
spsa,standard,229,460.0,-0.08324818554470986,-0.08324818554470986,0
spsa,standard,230,462.0,-0.10353970409511326,-0.10353970409511326,0
spsa,standard,231,464.0,-0.15881691884958904,-0.15881691884958904,0
spsa,standard,232,466.0,-0.181485431027247,-0.181485431027247,0
spsa,standard,233,468.0,-0.17306488031646639,-0.17306488031646639,0
spsa,standard,234,470.0,-0.21143985379503985,-0.21143985379503985,0
spsa,standard,235,472.0,-0.228226744750185,-0.228226744750185,0
spsa,standard,236,474.0,-0.22626706141172553,-0.22626706141172553,0
spsa,standard,237,476.0,-0.22088968458210112,-0.22088968458210112,0
spsa,standard,238,478.0,-0.2290872244332151,-0.2290872244332151,0
spsa,standard,239,480.0,-0.20635666716918294,-0.20635666716918294,0
spsa,standard,240,482.0,-0.22666846957069103,-0.22666846957069103,0
spsa,standard,241,484.0,-0.2176974602303806,-0.2176974602303806,0
spsa,standard,242,486.0,-0.2188431291812089,-0.2188431291812089,0
spsa,standard,243,488.0,-0.23825255228029885,-0.23825255228029885,0
spsa,standard,244,490.0,-0.2459820316956564,-0.2459820316956564,0
spsa,standard,245,492.0,-0.25939154636727496,-0.25939154636727496,0
spsa,standard,246,494.0,-0.3038888447760309,-0.3038888447760309,0
spsa,standard,247,496.0,-0.3266452149932607,-0.3266452149932607,0
spsa,standard,248,498.0,-0.3186024211817843,-0.3186024211817843,0
spsa,standard,249,500.0,-0.31412748415741426,-0.31412748415741426,0
spsa,standard,250,502.0,-0.3242458489808193,-0.3242458489808193,0
spsa,standard,251,504.0,-0.3616770480766492,-0.3616770480766492,0
spsa,standard,252,506.0,-0.40584848423203934,-0.40584848423203934,0
spsa,standard,253,508.0,-0.3884039416595147,-0.3884039416595147,0
spsa,standard,254,510.0,-0.39957544534728473,-0.39957544534728473,0
spsa,standard,255,512.0,-0.41737303254880553,-0.41737303254880553,0
spsa,standard,256,514.0,-0.4004260159444646,-0.4004260159444646,0
spsa,standard,257,516.0,-0.40569628804334046,-0.40569628804334046,0
spsa,standard,258,518.0,-0.4283348449495942,-0.4283348449495942,0
spsa,standard,259,520.0,-0.4222537033195235,-0.4222537033195235,0
spsa,standard,260,522.0,-0.4052501968120671,-0.4052501968120671,0
spsa,standard,261,524.0,-0.42547202665402006,-0.42547202665402006,0
spsa,standard,262,526.0,-0.43452378768385297,-0.43452378768385297,0
spsa,standard,263,528.0,-0.41312519689801386,-0.41312519689801386,0
spsa,standard,264,530.0,-0.4304603811643454,-0.4304603811643454,0
spsa,standard,265,532.0,-0.4263992884912444,-0.4263992884912444,0
spsa,standard,266,534.0,-0.4445287505633271,-0.4445287505633271,0
spsa,standard,267,536.0,-0.44629626145125323,-0.44629626145125323,0
spsa,standard,268,538.0,-0.45351809532848386,-0.45351809532848386,0
spsa,standard,269,540.0,-0.4519330141494549,-0.4519330141494549,0
spsa,standard,270,542.0,-0.4440969070910703,-0.4440969070910703,0
spsa,standard,271,544.0,-0.4361902251843451,-0.4361902251843451,0
spsa,standard,272,546.0,-0.45276833204840283,-0.45276833204840283,0
spsa,standard,273,548.0,-0.44913115480596055,-0.44913115480596055,0
spsa,standard,274,550.0,-0.4611920546791425,-0.4611920546791425,0
spsa,standard,275,552.0,-0.4574688624896339,-0.4574688624896339,0
spsa,standard,276,554.0,-0.48750535099371867,-0.48750535099371867,0
spsa,standard,277,556.0,-0.47088216119533416,-0.47088216119533416,0
spsa,standard,278,558.0,-0.46901216930924505,-0.46901216930924505,0
spsa,standard,279,560.0,-0.48300566461335137,-0.48300566461335137,0
spsa,standard,280,562.0,-0.4859194539707459,-0.4859194539707459,0
spsa,standard,281,564.0,-0.45114986096137943,-0.45114986096137943,0
spsa,standard,282,566.0,-0.4804655172738912,-0.4804655172738912,0
spsa,standard,283,568.0,-0.467854707497604,-0.467854707497604,0
spsa,standard,284,570.0,-0.4860611741190527,-0.4860611741190527,0
spsa,standard,285,572.0,-0.5198835410975076,-0.5198835410975076,0
spsa,standard,286,574.0,-0.5360390502959522,-0.5360390502959522,0
spsa,standard,287,576.0,-0.5243090446039855,-0.5243090446039855,0
spsa,standard,288,578.0,-0.49885609863424674,-0.49885609863424674,0
spsa,standard,289,580.0,-0.520658093710513,-0.520658093710513,0
spsa,standard,290,582.0,-0.5040723041587245,-0.5040723041587245,0
spsa,standard,291,584.0,-0.5142435350430296,-0.5142435350430296,0
spsa,standard,292,586.0,-0.5103605701256857,-0.5103605701256857,0
spsa,standard,293,588.0,-0.5255269740421663,-0.5255269740421663,0
spsa,standard,294,590.0,-0.5247079647430065,-0.5247079647430065,0
spsa,standard,295,592.0,-0.5073436347904298,-0.5073436347904298,0
spsa,standard,296,594.0,-0.5312591921706857,-0.5312591921706857,0
spsa,standard,297,596.0,-0.533037794666391,-0.533037794666391,0
spsa,standard,298,598.0,-0.55442658092323,-0.55442658092323,0
spsa,standard,299,600.0,-0.5792867191047392,-0.5792867191047392,0
spsa,standard,300,602.0,-0.5651814653501603,-0.5651814653501603,0
spsa,standard,301,604.0,-0.5769585531597838,-0.5769585531597838,0
spsa,standard,302,606.0,-0.5858173191091047,-0.5858173191091047,0
spsa,standard,303,608.0,-0.5813259042206897,-0.5813259042206897,0
spsa,standard,304,610.0,-0.6000405221666636,-0.6000405221666636,0
spsa,standard,305,612.0,-0.6145946102618378,-0.6145946102618378,0
spsa,standard,306,614.0,-0.6242517488466234,-0.6242517488466234,0
spsa,standard,307,616.0,-0.6348437817901793,-0.6348437817901793,0
spsa,standard,308,618.0,-0.6401842024061727,-0.6401842024061727,0
spsa,standard,309,620.0,-0.6342869868147242,-0.6342869868147242,0
spsa,standard,310,622.0,-0.6320942519980144,-0.6320942519980144,0
spsa,standard,311,624.0,-0.6453435638884948,-0.6453435638884948,0
spsa,standard,312,626.0,-0.6298644204360342,-0.6298644204360342,0
spsa,standard,313,628.0,-0.617403507696972,-0.617403507696972,0
spsa,standard,314,630.0,-0.6178549157976811,-0.6178549157976811,0
spsa,standard,315,632.0,-0.6399049046815608,-0.6399049046815608,0
spsa,standard,316,634.0,-0.6445750463015233,-0.6445750463015233,0
spsa,standard,317,636.0,-0.6458415461503677,-0.6458415461503677,0
spsa,standard,318,638.0,-0.634720111133596,-0.634720111133596,0
spsa,standard,319,640.0,-0.6511083928055604,-0.6511083928055604,0
spsa,standard,320,642.0,-0.6116694210190319,-0.6116694210190319,0
spsa,standard,321,644.0,-0.6338013929553851,-0.6338013929553851,0
spsa,standard,322,646.0,-0.6095830611717953,-0.6095830611717953,0
spsa,standard,323,648.0,-0.6359970490394942,-0.6359970490394942,0
spsa,standard,324,650.0,-0.6453140483537503,-0.6453140483537503,0
spsa,standard,325,652.0,-0.6512920832148701,-0.6512920832148701,0
spsa,standard,326,654.0,-0.6299758141183183,-0.6299758141183183,0
spsa,standard,327,656.0,-0.6320398710337851,-0.6320398710337851,0
spsa,standard,328,658.0,-0.6238390871389076,-0.6238390871389076,0
spsa,standard,329,660.0,-0.6459971372328064,-0.6459971372328064,0
spsa,standard,330,662.0,-0.6608579507607516,-0.6608579507607516,0
spsa,standard,331,664.0,-0.6510103342759666,-0.6510103342759666,0
spsa,standard,332,666.0,-0.6459745665267205,-0.6459745665267205,0
spsa,standard,333,668.0,-0.6897290568056963,-0.6897290568056963,0
spsa,standard,334,670.0,-0.6688465156064285,-0.6688465156064285,0
spsa,standard,335,672.0,-0.6775019677932398,-0.6775019677932398,0
spsa,standard,336,674.0,-0.6952866524609855,-0.6952866524609855,0
spsa,standard,337,676.0,-0.7000453446168466,-0.7000453446168466,0
spsa,standard,338,678.0,-0.6688180848133378,-0.6688180848133378,0
spsa,standard,339,680.0,-0.6865055608769952,-0.6865055608769952,0
spsa,standard,340,682.0,-0.6819276088857914,-0.6819276088857914,0
spsa,standard,341,684.0,-0.702348582181141,-0.702348582181141,0
spsa,standard,342,686.0,-0.7384157252162536,-0.7384157252162536,0
spsa,standard,343,688.0,-0.7340924349168925,-0.7340924349168925,0
spsa,standard,344,690.0,-0.7164820847425126,-0.7164820847425126,0
spsa,standard,345,692.0,-0.7459658580150775,-0.7459658580150775,0
spsa,standard,346,694.0,-0.7568489078351952,-0.7568489078351952,0
spsa,standard,347,696.0,-0.7211707265585103,-0.7211707265585103,0
spsa,standard,348,698.0,-0.7180247819548351,-0.7180247819548351,0
spsa,standard,349,700.0,-0.7519014241368531,-0.7519014241368531,0
spsa,standard,350,702.0,-0.7489936653473163,-0.7489936653473163,0
spsa,standard,351,704.0,-0.7417446476115286,-0.7417446476115286,0
spsa,standard,352,706.0,-0.7457383966464712,-0.7457383966464712,0
spsa,standard,353,708.0,-0.7519028422006584,-0.7519028422006584,0
spsa,standard,354,710.0,-0.7214427133789652,-0.7214427133789652,0
spsa,standard,355,712.0,-0.71612531764802,-0.71612531764802,0
spsa,standard,356,714.0,-0.7378416268409456,-0.7378416268409456,0
spsa,standard,357,716.0,-0.74946971845485,-0.74946971845485,0
spsa,standard,358,718.0,-0.7637389114087085,-0.7637389114087085,0
spsa,standard,359,720.0,-0.7429090267194334,-0.7429090267194334,0
spsa,standard,360,722.0,-0.7508666533555249,-0.7508666533555249,0
spsa,standard,361,724.0,-0.7705944355470695,-0.7705944355470695,0
spsa,standard,362,726.0,-0.7662298860498841,-0.7662298860498841,0
spsa,standard,363,728.0,-0.7837946159090563,-0.7837946159090563,0
spsa,standard,364,730.0,-0.7995446450894028,-0.7995446450894028,0
spsa,standard,365,732.0,-0.8108651026027179,-0.8108651026027179,0
spsa,standard,366,734.0,-0.8164621237437792,-0.8164621237437792,0
spsa,standard,367,736.0,-0.8052973292521702,-0.8052973292521702,0
spsa,standard,368,738.0,-0.8030172297084308,-0.8030172297084308,0
spsa,standard,369,740.0,-0.8159501522037167,-0.8159501522037167,0
spsa,standard,370,742.0,-0.8159073618301438,-0.8159073618301438,0
spsa,standard,371,744.0,-0.8043690516215825,-0.8043690516215825,0
spsa,standard,372,746.0,-0.8080973330338743,-0.8080973330338743,0
spsa,standard,373,748.0,-0.8259260342699449,-0.8259260342699449,0
spsa,standard,374,750.0,-0.8030750430384894,-0.8030750430384894,0
spsa,standard,375,752.0,-0.8269965545541917,-0.8269965545541917,0
spsa,standard,376,754.0,-0.811060129819446,-0.811060129819446,0
spsa,standard,377,756.0,-0.79223859554992,-0.79223859554992,0
spsa,standard,378,758.0,-0.8213110189662758,-0.8213110189662758,0
spsa,standard,379,760.0,-0.8303263849647904,-0.8303263849647904,0
spsa,standard,380,762.0,-0.8352535723780681,-0.8352535723780681,0
spsa,standard,381,764.0,-0.8521185305198722,-0.8521185305198722,0
spsa,standard,382,766.0,-0.837763673478857,-0.837763673478857,0
spsa,standard,383,768.0,-0.8547762551032847,-0.8547762551032847,0
spsa,standard,384,770.0,-0.8531875189021401,-0.8531875189021401,0
spsa,standard,385,772.0,-0.8340704592657169,-0.8340704592657169,0
spsa,standard,386,774.0,-0.8280977314031281,-0.8280977314031281,0
spsa,standard,387,776.0,-0.853945361571955,-0.853945361571955,0
spsa,standard,388,778.0,-0.8439070895779461,-0.8439070895779461,0
spsa,standard,389,780.0,-0.8696165117024097,-0.8696165117024097,0
spsa,standard,390,782.0,-0.8858418757750686,-0.8858418757750686,0
spsa,standard,391,784.0,-0.8886282505070177,-0.8886282505070177,0
spsa,standard,392,786.0,-0.8660026087329236,-0.8660026087329236,0
spsa,standard,393,788.0,-0.8789806201491192,-0.8789806201491192,0
spsa,standard,394,790.0,-0.8957130996793121,-0.8957130996793121,0
spsa,standard,395,792.0,-0.8621365586067715,-0.8621365586067715,0
spsa,standard,396,794.0,-0.8890288551838345,-0.8890288551838345,0
spsa,standard,397,796.0,-0.8979668562987436,-0.8979668562987436,0
spsa,standard,398,798.0,-0.8900187970981311,-0.8900187970981311,0
spsa,standard,399,800.0,-0.8872410560718015,-0.8872410560718015,0
spsa,standard,400,802.0,-0.8850043727758001,-0.8850043727758001,0
spsa,standard,401,804.0,-0.8790701225495583,-0.8790701225495583,0
spsa,standard,402,806.0,-0.9240226935447382,-0.9240226935447382,0
spsa,standard,403,808.0,-0.9149721352449427,-0.9149721352449427,0
spsa,standard,404,810.0,-0.9082258848648437,-0.9082258848648437,0
spsa,standard,405,812.0,-0.9086128297000193,-0.9086128297000193,0
spsa,standard,406,814.0,-0.9051389113715937,-0.9051389113715937,0
spsa,standard,407,816.0,-0.9078112985102001,-0.9078112985102001,0
spsa,standard,408,818.0,-0.9295250350161124,-0.9295250350161124,0
spsa,standard,409,820.0,-0.9089569677538751,-0.9089569677538751,0
spsa,standard,410,822.0,-0.9424778600078985,-0.9424778600078985,0
spsa,standard,411,824.0,-0.9068089201534006,-0.9068089201534006,0
spsa,standard,412,826.0,-0.9300004755790852,-0.9300004755790852,0
spsa,standard,413,828.0,-0.9067110562721004,-0.9067110562721004,0
