optimizer,method,iteration,evals,energy,energy_global,is_stage_boundary
spsa,standard,84,170.0,-7.947625660918095,-7.947625660918095,0
spsa,standard,85,172.0,-7.954934112606242,-7.954934112606242,0
spsa,standard,86,174.0,-7.978417992964578,-7.978417992964578,0
spsa,standard,87,176.0,-7.972607945280774,-7.972607945280774,0
spsa,standard,88,178.0,-8.016343536951997,-8.016343536951997,0
spsa,standard,89,180.0,-8.062037314781527,-8.062037314781527,0
spsa,standard,90,182.0,-8.141307167578837,-8.141307167578837,0
spsa,standard,91,184.0,-8.197731814776919,-8.197731814776919,0
spsa,standard,92,186.0,-8.206236924095485,-8.206236924095485,0
spsa,standard,93,188.0,-8.216087117236372,-8.216087117236372,0
spsa,standard,94,190.0,-8.280744275190933,-8.280744275190933,0
spsa,standard,95,192.0,-8.2976767648419,-8.2976767648419,0
spsa,standard,96,194.0,-8.288827491484357,-8.288827491484357,0
spsa,standard,97,196.0,-8.297354083442439,-8.297354083442439,0
spsa,standard,98,198.0,-8.296634552901768,-8.296634552901768,0
spsa,standard,99,200.0,-8.2960339808395,-8.2960339808395,0
spsa,standard,100,202.0,-8.31181009305005,-8.31181009305005,0
spsa,standard,101,204.0,-8.2772507160428,-8.2772507160428,0
spsa,standard,102,206.0,-8.26292782099614,-8.26292782099614,0
spsa,standard,103,208.0,-8.239190529243503,-8.239190529243503,0
spsa,standard,104,210.0,-8.251994787246186,-8.251994787246186,0
spsa,standard,105,212.0,-8.240755791472512,-8.240755791472512,0
spsa,standard,106,214.0,-8.263349927454389,-8.263349927454389,0
spsa,standard,107,216.0,-8.331411141976389,-8.331411141976389,0
spsa,standard,108,218.0,-8.32458901378564,-8.32458901378564,0
spsa,standard,109,220.0,-8.336870312086738,-8.336870312086738,0
spsa,standard,110,222.0,-8.326309607274283,-8.326309607274283,0
spsa,standard,111,224.0,-8.34233762749082,-8.34233762749082,0
spsa,standard,112,226.0,-8.348288387663555,-8.348288387663555,0
spsa,standard,113,228.0,-8.350211608000896,-8.350211608000896,0
spsa,standard,114,230.0,-8.32170443357925,-8.32170443357925,0
spsa,standard,115,232.0,-8.345285583553432,-8.345285583553432,0
spsa,standard,116,234.0,-8.345521199881242,-8.345521199881242,0
spsa,standard,117,236.0,-8.320080450104077,-8.320080450104077,0
spsa,standard,118,238.0,-8.329145110920175,-8.329145110920175,0
spsa,standard,119,240.0,-8.318338149477633,-8.318338149477633,0
spsa,standard,120,242.0,-8.333907617207917,-8.333907617207917,0
spsa,standard,121,244.0,-8.325043459012957,-8.325043459012957,0
spsa,standard,122,246.0,-8.346517894655559,-8.346517894655559,0
spsa,standard,123,248.0,-8.413232334031745,-8.413232334031745,0
spsa,standard,124,250.0,-8.391420528499957,-8.391420528499957,0
spsa,standard,125,252.0,-8.405122695149874,-8.405122695149874,0
spsa,standard,126,254.0,-8.442553668492298,-8.442553668492298,0
spsa,standard,127,256.0,-8.44976099604429,-8.44976099604429,0
spsa,standard,128,258.0,-8.445274132023144,-8.445274132023144,0
spsa,standard,129,260.0,-8.46589329165339,-8.46589329165339,0
spsa,standard,130,262.0,-8.44906735776284,-8.44906735776284,0
spsa,standard,131,264.0,-8.479163062453935,-8.479163062453935,0
spsa,standard,132,266.0,-8.485339124752397,-8.485339124752397,0
spsa,standard,133,268.0,-8.467303509073059,-8.467303509073059,0
spsa,standard,134,270.0,-8.471325155264054,-8.471325155264054,0
spsa,standard,135,272.0,-8.464136470086135,-8.464136470086135,0
spsa,standard,136,274.0,-8.467504493280964,-8.467504493280964,0
spsa,standard,137,276.0,-8.486330992769865,-8.486330992769865,0
spsa,standard,138,278.0,-8.486047369075553,-8.486047369075553,0
spsa,standard,139,280.0,-8.51255603079313,-8.51255603079313,0
spsa,standard,140,282.0,-8.45924802983459,-8.45924802983459,0
spsa,standard,141,284.0,-8.411845404465772,-8.411845404465772,0
spsa,standard,142,286.0,-8.41909742050094,-8.41909742050094,0
spsa,standard,143,288.0,-8.45058453724183,-8.45058453724183,0
spsa,standard,144,290.0,-8.432994986219125,-8.432994986219125,0
spsa,standard,145,292.0,-8.46939302466144,-8.46939302466144,0
spsa,standard,146,294.0,-8.435013514152889,-8.435013514152889,0
spsa,standard,147,296.0,-8.469419448566292,-8.469419448566292,0
spsa,standard,148,298.0,-8.439784037216441,-8.439784037216441,0
spsa,standard,149,300.0,-8.47493068806756,-8.47493068806756,0
spsa,standard,150,302.0,-8.477136393809193,-8.477136393809193,0
spsa,standard,151,304.0,-8.478491358384609,-8.478491358384609,0
spsa,standard,152,306.0,-8.474824104802202,-8.474824104802202,0
spsa,standard,153,308.0,-8.479401593811119,-8.479401593811119,0
spsa,standard,154,310.0,-8.484927517256525,-8.484927517256525,0
spsa,standard,155,312.0,-8.548732145910865,-8.548732145910865,0
spsa,standard,156,314.0,-8.560320977567343,-8.560320977567343,0
spsa,standard,157,316.0,-8.560588113817658,-8.560588113817658,0
spsa,standard,158,318.0,-8.561648788427995,-8.561648788427995,0
spsa,standard,159,320.0,-8.59374538590156,-8.59374538590156,0
spsa,standard,160,322.0,-8.592978810964818,-8.592978810964818,0
spsa,standard,161,324.0,-8.63139981986636,-8.63139981986636,0
spsa,standard,162,326.0,-8.60024137641081,-8.60024137641081,0
spsa,standard,163,328.0,-8.62668698240335,-8.62668698240335,0
spsa,standard,164,330.0,-8.615884246496874,-8.615884246496874,0
spsa,standard,165,332.0,-8.608589232853827,-8.608589232853827,0
spsa,standard,166,334.0,-8.597396670029294,-8.597396670029294,0
spsa,standard,167,336.0,-8.630652856323003,-8.630652856323003,0
spsa,standard,168,338.0,-8.673925734684385,-8.673925734684385,0
spsa,standard,169,340.0,-8.77437769535796,-8.77437769535796,0
spsa,standard,170,342.0,-8.786996961987695,-8.786996961987695,0
spsa,standard,171,344.0,-8.763217380783718,-8.763217380783718,0
spsa,standard,172,346.0,-8.748645024249317,-8.748645024249317,0
spsa,standard,173,348.0,-8.772700517258297,-8.772700517258297,0
spsa,standard,174,350.0,-8.81757161931176,-8.81757161931176,0
spsa,standard,175,352.0,-8.84129006680896,-8.84129006680896,0
spsa,standard,176,354.0,-8.815817534445353,-8.815817534445353,0
spsa,standard,177,356.0,-8.833448051781916,-8.833448051781916,0
spsa,standard,178,358.0,-8.859752624709698,-8.859752624709698,0
spsa,standard,179,360.0,-8.89080975049626,-8.89080975049626,0
spsa,standard,180,362.0,-8.897262875765001,-8.897262875765001,0
spsa,standard,181,364.0,-8.918596118024967,-8.918596118024967,0
spsa,standard,182,366.0,-8.902888605864034,-8.902888605864034,0
spsa,standard,183,368.0,-8.939153430087124,-8.939153430087124,0
spsa,standard,184,370.0,-8.907395716862638,-8.907395716862638,0
spsa,standard,185,372.0,-8.92522119571354,-8.92522119571354,0
spsa,standard,186,374.0,-8.905765820987614,-8.905765820987614,0
spsa,standard,187,376.0,-8.918942387397566,-8.918942387397566,0
spsa,standard,188,378.0,-8.890031190080723,-8.890031190080723,0
spsa,standard,189,380.0,-8.928995941845056,-8.928995941845056,0
spsa,standard,190,382.0,-8.913795132509481,-8.913795132509481,0
spsa,standard,191,384.0,-8.905938245303894,-8.905938245303894,0
spsa,standard,192,386.0,-8.917892197964978,-8.917892197964978,0
spsa,standard,193,388.0,-8.940476593379394,-8.940476593379394,0
spsa,standard,194,390.0,-8.90238337583406,-8.90238337583406,0
spsa,standard,195,392.0,-8.906175517946238,-8.906175517946238,0
spsa,standard,196,394.0,-8.929405667807758,-8.929405667807758,0
spsa,standard,197,396.0,-8.965106654211475,-8.965106654211475,0
spsa,standard,198,398.0,-8.96049069336675,-8.96049069336675,0
spsa,standard,199,400.0,-8.967220287204954,-8.967220287204954,0
spsa,standard,200,402.0,-8.969318325374504,-8.969318325374504,0
spsa,standard,201,404.0,-8.979619150866746,-8.979619150866746,0
spsa,standard,202,406.0,-8.99629643204129,-8.99629643204129,0
spsa,standard,203,408.0,-9.010143719735897,-9.010143719735897,0
spsa,standard,204,410.0,-9.006921126624919,-9.006921126624919,0
spsa,standard,205,412.0,-9.031762043545942,-9.031762043545942,0
spsa,standard,206,414.0,-9.076976871966409,-9.076976871966409,0
spsa,standard,207,416.0,-9.060190860443736,-9.060190860443736,0
spsa,standard,208,418.0,-9.0813293929703,-9.0813293929703,0
spsa,standard,209,420.0,-9.074388575802924,-9.074388575802924,0
spsa,standard,210,422.0,-9.087219468070963,-9.087219468070963,0
spsa,standard,211,424.0,-9.080494111167562,-9.080494111167562,0
spsa,standard,212,426.0,-9.066799244873028,-9.066799244873028,0
spsa,standard,213,428.0,-9.08179032869479,-9.08179032869479,0
spsa,standard,214,430.0,-9.087806009597195,-9.087806009597195,0
spsa,standard,215,432.0,-9.092905378887469,-9.092905378887469,0
spsa,standard,216,434.0,-9.089938804879496,-9.089938804879496,0
spsa,standard,217,436.0,-9.10923098814554,-9.10923098814554,0
spsa,standard,218,438.0,-9.157953429218747,-9.157953429218747,0
spsa,standard,219,440.0,-9.153288271342936,-9.153288271342936,0
spsa,standard,220,442.0,-9.171167163390749,-9.171167163390749,0
spsa,standard,221,444.0,-9.184690611358292,-9.184690611358292,0
spsa,standard,222,446.0,-9.196533303837665,-9.196533303837665,0
spsa,standard,223,448.0,-9.195294350437855,-9.195294350437855,0
spsa,standard,224,450.0,-9.203726381310997,-9.203726381310997,0
spsa,standard,225,452.0,-9.211566411167766,-9.211566411167766,0
spsa,standard,226,454.0,-9.210797282245622,-9.210797282245622,0
spsa,standard,227,456.0,-9.238887506895022,-9.238887506895022,0
spsa,standard,228,458.0,-9.220843226660161,-9.220843226660161,0
spsa,standard,229,460.0,-9.21858869565608,-9.21858869565608,0
spsa,standard,230,462.0,-9.213476692605493,-9.213476692605493,0
spsa,standard,231,464.0,-9.21607277919141,-9.21607277919141,0
spsa,standard,232,466.0,-9.25165962073137,-9.25165962073137,0
spsa,standard,233,468.0,-9.245347652507496,-9.245347652507496,0
spsa,standard,234,470.0,-9.263126935311636,-9.263126935311636,0
spsa,standard,235,472.0,-9.291127154796161,-9.291127154796161,0
spsa,standard,236,474.0,-9.282640667346415,-9.282640667346415,0
spsa,standard,237,476.0,-9.291383812879726,-9.291383812879726,0
spsa,standard,238,478.0,-9.33596776238908,-9.33596776238908,0
spsa,standard,239,480.0,-9.313203482894362,-9.313203482894362,0
spsa,standard,240,482.0,-9.335138376897824,-9.335138376897824,0
spsa,standard,241,484.0,-9.435004682877583,-9.435004682877583,0
spsa,standard,242,486.0,-9.439558067372305,-9.439558067372305,0
spsa,standard,243,488.0,-9.42690210562663,-9.42690210562663,0
spsa,standard,244,490.0,-9.42188072852892,-9.42188072852892,0
spsa,standard,245,492.0,-9.418229643509274,-9.418229643509274,0
spsa,standard,246,494.0,-9.449027764807049,-9.449027764807049,0
spsa,standard,247,496.0,-9.452856683159018,-9.452856683159018,0
spsa,standard,248,498.0,-9.445808667699517,-9.445808667699517,0
spsa,standard,249,500.0,-9.480231875148519,-9.480231875148519,0
spsa,standard,250,502.0,-9.466236907982832,-9.466236907982832,0
spsa,standard,251,504.0,-9.459379414439617,-9.459379414439617,0
spsa,standard,252,506.0,-9.44688498007327,-9.44688498007327,0
spsa,standard,253,508.0,-9.475826394001423,-9.475826394001423,0
spsa,standard,254,510.0,-9.5193711789027,-9.5193711789027,0
spsa,standard,255,512.0,-9.514960736886739,-9.514960736886739,0
spsa,standard,256,514.0,-9.478927526243773,-9.478927526243773,0
spsa,standard,257,516.0,-9.529830138838523,-9.529830138838523,0
spsa,standard,258,518.0,-9.497976423074487,-9.497976423074487,0
spsa,standard,259,520.0,-9.502995402163144,-9.502995402163144,0
spsa,standard,260,522.0,-9.53510105501559,-9.53510105501559,0
spsa,standard,261,524.0,-9.52638937445972,-9.52638937445972,0
spsa,standard,262,526.0,-9.531121607055955,-9.531121607055955,0
spsa,standard,263,528.0,-9.537732010244781,-9.537732010244781,0
spsa,standard,264,530.0,-9.548408241403486,-9.548408241403486,0
spsa,standard,265,532.0,-9.511497005665413,-9.511497005665413,0
spsa,standard,266,534.0,-9.523641925974465,-9.523641925974465,0
spsa,standard,267,536.0,-9.541807361455067,-9.541807361455067,0
spsa,standard,268,538.0,-9.508155567369393,-9.508155567369393,0
spsa,standard,269,540.0,-9.537727621381393,-9.537727621381393,0
spsa,standard,270,542.0,-9.50969851842092,-9.50969851842092,0
spsa,standard,271,544.0,-9.535508788131104,-9.535508788131104,0
spsa,standard,272,546.0,-9.532805540076666,-9.532805540076666,0
spsa,standard,273,548.0,-9.554180172872872,-9.554180172872872,0
spsa,standard,274,550.0,-9.548289959087867,-9.548289959087867,0
spsa,standard,275,552.0,-9.53336076688508,-9.53336076688508,0
spsa,standard,276,554.0,-9.53884725726233,-9.53884725726233,0
spsa,standard,277,556.0,-9.552456173335786,-9.552456173335786,0
spsa,standard,278,558.0,-9.56005039323285,-9.56005039323285,0
spsa,standard,279,560.0,-9.538114316247702,-9.538114316247702,0
spsa,standard,280,562.0,-9.580313185263362,-9.580313185263362,0
spsa,standard,281,564.0,-9.57774466807565,-9.57774466807565,0
spsa,standard,282,566.0,-9.582180493587455,-9.582180493587455,0
spsa,standard,283,568.0,-9.56994136081941,-9.56994136081941,0
spsa,standard,284,570.0,-9.600355344878803,-9.600355344878803,0
spsa,standard,285,572.0,-9.605329087211418,-9.605329087211418,0
spsa,standard,286,574.0,-9.627731569522252,-9.627731569522252,0
spsa,standard,287,576.0,-9.644916946877364,-9.644916946877364,0
spsa,standard,288,578.0,-9.650904184737911,-9.650904184737911,0
spsa,standard,289,580.0,-9.63289558491244,-9.63289558491244,0
spsa,standard,290,582.0,-9.603922461914458,-9.603922461914458,0
spsa,standard,291,584.0,-9.641058237369128,-9.641058237369128,0
spsa,standard,292,586.0,-9.619150110163261,-9.619150110163261,0
spsa,standard,293,588.0,-9.665188864872892,-9.665188864872892,0
spsa,standard,294,590.0,-9.637918620214865,-9.637918620214865,0
spsa,standard,295,592.0,-9.664161453998098,-9.664161453998098,0
spsa,standard,296,594.0,-9.63570500340542,-9.63570500340542,0
spsa,standard,297,596.0,-9.649861691334268,-9.649861691334268,0
spsa,standard,298,598.0,-9.654805746696699,-9.654805746696699,0
spsa,standard,299,600.0,-9.632195399815782,-9.632195399815782,0
spsa,standard,300,602.0,-9.648365129278332,-9.648365129278332,0
spsa,standard,301,604.0,-9.643657400595645,-9.643657400595645,0
spsa,standard,302,606.0,-9.66122241010683,-9.66122241010683,0
spsa,standard,303,608.0,-9.666278835260325,-9.666278835260325,0
spsa,standard,304,610.0,-9.679912676439294,-9.679912676439294,0
spsa,standard,305,612.0,-9.6735176656453,-9.6735176656453,0
spsa,standard,306,614.0,-9.659145530679549,-9.659145530679549,0
spsa,standard,307,616.0,-9.683809144028793,-9.683809144028793,0
spsa,standard,308,618.0,-9.701928032722321,-9.701928032722321,0
spsa,standard,309,620.0,-9.753705321475266,-9.753705321475266,0
spsa,standard,310,622.0,-9.745274192787008,-9.745274192787008,0
spsa,standard,311,624.0,-9.739104344965927,-9.739104344965927,0
spsa,standard,312,626.0,-9.763129339607254,-9.763129339607254,0
spsa,standard,313,628.0,-9.746807824454553,-9.746807824454553,0
spsa,standard,314,630.0,-9.773787235669946,-9.773787235669946,0
spsa,standard,315,632.0,-9.757645356672203,-9.757645356672203,0
spsa,standard,316,634.0,-9.740871560940594,-9.740871560940594,0
spsa,standard,317,636.0,-9.749361198321779,-9.749361198321779,0
spsa,standard,318,638.0,-9.786539810190785,-9.786539810190785,0
spsa,standard,319,640.0,-9.790803422766285,-9.790803422766285,0
spsa,standard,320,642.0,-9.768912113258818,-9.768912113258818,0
spsa,standard,321,644.0,-9.783760880261106,-9.783760880261106,0
spsa,standard,322,646.0,-9.79990130886472,-9.79990130886472,0
spsa,standard,323,648.0,-9.784285848340353,-9.784285848340353,0
spsa,standard,324,650.0,-9.777690537622306,-9.777690537622306,0
spsa,standard,325,652.0,-9.806720590316512,-9.806720590316512,0
spsa,standard,326,654.0,-9.811648748216381,-9.811648748216381,0
spsa,standard,327,656.0,-9.790929968626786,-9.790929968626786,0
spsa,standard,328,658.0,-9.792808846865718,-9.792808846865718,0
spsa,standard,329,660.0,-9.806523100059099,-9.806523100059099,0
spsa,standard,330,662.0,-9.840996877590461,-9.840996877590461,0
spsa,standard,331,664.0,-9.871802358060776,-9.871802358060776,0
spsa,standard,332,666.0,-9.843052285543255,-9.843052285543255,0
spsa,standard,333,668.0,-9.843716813700418,-9.843716813700418,0
spsa,standard,334,670.0,-9.85391167274701,-9.85391167274701,0
spsa,standard,335,672.0,-9.864247801803813,-9.864247801803813,0
spsa,standard,336,674.0,-9.860458790222395,-9.860458790222395,0
spsa,standard,337,676.0,-9.843590293552637,-9.843590293552637,0
spsa,standard,338,678.0,-9.868017868513247,-9.868017868513247,0
spsa,standard,339,680.0,-9.887026638083178,-9.887026638083178,0
spsa,standard,340,682.0,-9.888035980201847,-9.888035980201847,0
spsa,standard,341,684.0,-9.870741512419734,-9.870741512419734,0
spsa,standard,342,686.0,-9.9014577246758,-9.9014577246758,0
spsa,standard,343,688.0,-9.874879524236935,-9.874879524236935,0
spsa,standard,344,690.0,-9.877417483689843,-9.877417483689843,0
spsa,standard,345,692.0,-9.881190911103133,-9.881190911103133,0
spsa,standard,346,694.0,-9.905301597756772,-9.905301597756772,0
spsa,standard,347,696.0,-9.894222965451949,-9.894222965451949,0
spsa,standard,348,698.0,-9.916592574330313,-9.916592574330313,0
spsa,standard,349,700.0,-9.924258672908206,-9.924258672908206,0
spsa,standard,350,702.0,-9.926482701251341,-9.926482701251341,0
spsa,standard,351,704.0,-9.900708974890406,-9.900708974890406,0
spsa,standard,352,706.0,-9.89901908187465,-9.89901908187465,0
spsa,standard,353,708.0,-9.918896265370595,-9.918896265370595,0
spsa,standard,354,710.0,-9.932292034799307,-9.932292034799307,0
spsa,standard,355,712.0,-9.922865799423109,-9.922865799423109,0
spsa,standard,356,714.0,-9.94400435213894,-9.94400435213894,0
spsa,standard,357,716.0,-9.973981164047554,-9.973981164047554,0
spsa,standard,358,718.0,-9.959915971999353,-9.959915971999353,0
spsa,standard,359,720.0,-9.984313321371445,-9.984313321371445,0
spsa,standard,360,722.0,-10.019382667882885,-10.019382667882885,0
spsa,standard,361,724.0,-9.985708427930625,-9.985708427930625,0
spsa,standard,362,726.0,-9.976788637010163,-9.976788637010163,0
spsa,standard,363,728.0,-9.96268588689353,-9.96268588689353,0
spsa,standard,364,730.0,-9.99468023469698,-9.99468023469698,0
spsa,standard,365,732.0,-10.00457608141301,-10.00457608141301,0
spsa,standard,366,734.0,-10.015826666047186,-10.015826666047186,0
spsa,standard,367,736.0,-10.034045525706496,-10.034045525706496,0
spsa,standard,368,738.0,-10.014536609314577,-10.014536609314577,0
spsa,standard,369,740.0,-10.044203841433266,-10.044203841433266,0
spsa,standard,370,742.0,-10.017058204243256,-10.017058204243256,0
spsa,standard,371,744.0,-9.960943648672966,-9.960943648672966,0
spsa,standard,372,746.0,-9.961504649575346,-9.961504649575346,0
spsa,standard,373,748.0,-9.972488232364928,-9.972488232364928,0
spsa,standard,374,750.0,-9.976928959742798,-9.976928959742798,0
spsa,standard,375,752.0,-9.957348737399393,-9.957348737399393,0
spsa,standard,376,754.0,-9.954790952345125,-9.954790952345125,0
spsa,standard,377,756.0,-9.969041132810116,-9.969041132810116,0
spsa,standard,378,758.0,-9.988006623612698,-9.988006623612698,0
spsa,standard,379,760.0,-9.96809459585306,-9.96809459585306,0
spsa,standard,380,762.0,-9.966872350857102,-9.966872350857102,0
spsa,standard,381,764.0,-10.001554443852413,-10.001554443852413,0
spsa,standard,382,766.0,-9.97470399654165,-9.97470399654165,0
spsa,standard,383,768.0,-10.002065643125668,-10.002065643125668,0
spsa,standard,384,770.0,-10.028345712581352,-10.028345712581352,0
spsa,standard,385,772.0,-9.997542837881383,-9.997542837881383,0
spsa,standard,386,774.0,-10.042708442384487,-10.042708442384487,0
spsa,standard,387,776.0,-10.05441879380556,-10.05441879380556,0
spsa,standard,388,778.0,-10.112852955841209,-10.112852955841209,0
spsa,standard,389,780.0,-10.148774748054812,-10.148774748054812,0
spsa,standard,390,782.0,-10.140959931876106,-10.140959931876106,0
spsa,standard,391,784.0,-10.183297989438657,-10.183297989438657,0
spsa,standard,392,786.0,-10.17146673049523,-10.17146673049523,0
spsa,standard,393,788.0,-10.186763942099233,-10.186763942099233,0
spsa,standard,394,790.0,-10.198237402901368,-10.198237402901368,0
spsa,standard,395,792.0,-10.212021912681916,-10.212021912681916,0
spsa,standard,396,794.0,-10.234462412006316,-10.234462412006316,0
spsa,standard,397,796.0,-10.24282567921885,-10.24282567921885,0
spsa,standard,398,798.0,-10.274695261826198,-10.274695261826198,0
spsa,standard,399,800.0,-10.280983443793417,-10.280983443793417,0
spsa,standard,400,802.0,-10.31494329957454,-10.31494329957454,0
spsa,standard,401,804.0,-10.280848364642825,-10.280848364642825,0
spsa,standard,402,806.0,-10.291384357930387,-10.291384357930387,0
spsa,standard,403,808.0,-10.291128572093822,-10.291128572093822,0
spsa,standard,404,810.0,-10.305083329641665,-10.305083329641665,0
spsa,standard,405,812.0,-10.325488087362391,-10.325488087362391,0
spsa,standard,406,814.0,-10.358553843730425,-10.358553843730425,0
spsa,standard,407,816.0,-10.340820208976567,-10.340820208976567,0
spsa,standard,408,818.0,-10.331323086354514,-10.331323086354514,0
spsa,standard,409,820.0,-10.360088989081817,-10.360088989081817,0
spsa,standard,410,822.0,-10.382113395974166,-10.382113395974166,0
spsa,standard,411,824.0,-10.382943117833896,-10.382943117833896,0
spsa,standard,412,826.0,-10.377726610522814,-10.377726610522814,0
spsa,standard,413,828.0,-10.361919709514623,-10.361919709514623,0
spsa,standard,414,830.0,-10.36551112491538,-10.36551112491538,0
spsa,standard,415,832.0,-10.393172025776543,-10.393172025776543,0
spsa,standard,416,834.0,-10.386226276541931,-10.386226276541931,0
spsa,standard,417,836.0,-10.428857768369548,-10.428857768369548,0
spsa,standard,418,838.0,-10.434396996861981,-10.434396996861981,0
spsa,standard,419,840.0,-10.44274102020632,-10.44274102020632,0
spsa,standard,420,842.0,-10.425158684575539,-10.425158684575539,0
